engine_capacity,cylinder,horse_power,top_speed,seats,brand,country,price,year
1.4,4,170,220.0,5,alfa-romeo,bahrain,33125.0,2021
1.4,4,150,208.0,5,audi,bahrain,31800.0,2021
3.3,6,318,237.0,7,ford,bahrain,54831.600000000006,2021
1.4,4,150,204.0,5,audi,bahrain,34450.0,2021
3.3,6,284,235.0,5,kia,bahrain,36873.675,2021
2.0,4,265,240.0,5,subaru,bahrain,33125.0,2021
3.5,6,288,200.0,5,ford,bahrain,34450.0,2021
4.0,6,228,180.0,3,toyota,bahrain,33125.0,2021
1.4,4,185,227.0,4,audi,bahrain,34715.0,2021
4.0,6,228,180.0,6,toyota,bahrain,33125.0,2021
2.0,4,250,200.0,5,ford,bahrain,42313.375,2021
2.0,4,180,208.0,5,volkswagen,bahrain,32315.0,2021
1.5,3,109,195.0,5,bmw,bahrain,33125.0,2021
4.0,6,228,180.0,5,toyota,bahrain,33125.0,2021
2.5,4,187,192.0,5,mazda,bahrain,34185.0,2021
2.5,4,188,220.0,5,mazda,bahrain,34450.0,2021
1.8,4,241,244.0,5,alfa-romeo,bahrain,35775.0,2021
2.4,5,184,200.0,5,honda,bahrain,30740.0,2021
2.7,4,164,170.0,7,toyota,bahrain,38952.35,2021
2.0,4,210,227.0,4,volkswagen,bahrain,32315.0,2021
3.6,6,276,190.0,7,volkswagen,bahrain,32315.0,2021
3.5,6,300,211.0,5,nissan,bahrain,34436.75,2021
2.0,4,247,205.0,5,honda,bahrain,28179.975,2021
1.4,4,150,217.0,5,audi,bahrain,35775.0,2021
2.5,4,102,182.0,3,toyota,bahrain,35775.0,2021
2.5,4,191,200.0,7,kia,bahrain,30475.0,2021
2.5,4,178,190.0,7,kia,bahrain,34185.0,2021
3.6,6,310,210.0,7,gmc,bahrain,42363.135,2021
2.5,4,136,150.0,18,maxus,bahrain,27825.0,2021
1.4,4,150,204.0,5,audi,bahrain,34980.0,2021
2.5,4,178,190.0,7,kia,bahrain,39750.0,2021
3.5,6,298,235.0,5,toyota,bahrain,30047.275,2021
1.5,4,136,210.0,5,bmw,bahrain,36835.0,2021
1.5,3,136,200.0,5,mini,bahrain,38425.0,2021
2.0,4,235,190.0,7,volkswagen,bahrain,32315.0,2021
1.4,4,150,217.0,5,audi,bahrain,37100.0,2021
1.5,4,140,213.0,5,bmw,bahrain,37100.0,2021
4.0,6,270,180.0,5,toyota,bahrain,37842.0,2021
2.0,4,220,233.0,5,audi,bahrain,38425.0,2021
2.0,4,240,200.0,5,ford,bahrain,42313.375,2021
3.5,6,385,185.0,8,ford,bahrain,42386.75,2021
2.0,5,240,200.0,5,ford,bahrain,34622.075,2021
2.5,4,226,210.0,7,mazda,bahrain,33655.0,2021
1.4,4,150,210.0,5,audi,bahrain,37895.0,2021
3.5,6,280,180.0,8,honda,bahrain,28179.975,2021
4.0,6,235,187.0,7,toyota,bahrain,38952.35,2021
3.6,6,290,190.0,5,jeep,bahrain,34447.35,2021
3.5,6,385,185.0,8,ford,bahrain,42400.0,2021
1.5,3,136,207.0,5,mini,bahrain,35510.0,2021
1.4,4,150,210.0,5,audi,bahrain,41605.0,2021
2.0,5,224,250.0,5,mercedes-benz,bahrain,40280.0,2021
3.6,6,300,210.0,5,dodge,bahrain,34185.0,2021
2.0,4,253,230.0,5,lincoln,bahrain,37100.0,2021
2.0,4,150,202.0,5,bmw,bahrain,40810.0,2021
3.5,6,280,180.0,8,honda,bahrain,28179.975,2021
3.5,6,288,200.0,5,ford,bahrain,39750.0,2021
2.0,4,190,240.0,5,audi,bahrain,40545.0,2021
2.3,4,310,240.0,4,ford,bahrain,46375.0,2021
2.0,4,208,245.0,5,infiniti,bahrain,39485.0,2021
1.4,4,150,210.0,5,audi,bahrain,41605.0,2021
3.6,6,300,210.0,5,dodge,bahrain,37895.0,2021
2.0,4,286,250.0,5,audi,bahrain,41340.0,2021
5.0,8,360,160.0,5,ford,bahrain,42313.375,2021
2.0,4,240,200.0,5,land-rover,bahrain,42135.0,2021
1.6,4,156,207.0,5,mercedes-benz,bahrain,41605.0,2021
2.0,4,330,230.0,5,alfa-romeo,bahrain,47700.0,2021
1.5,3,136,205.0,5,bmw,bahrain,42400.0,2021
3.6,6,276,190.0,7,volkswagen,bahrain,32315.0,2021
3.3,6,292,160.0,6,ford,bahrain,42313.375,2021
3.5,6,280,175.0,8,honda,bahrain,28179.975,2021
2.0,4,241,230.0,5,lexus,bahrain,42400.0,2021
3.6,6,292,210.0,5,chrysler,bahrain,35245.0,2021
2.0,4,197,238.0,5,jaguar,bahrain,42135.0,2021
1.6,4,177,222.0,5,bmw,bahrain,42400.0,2021
3.5,6,280,175.0,8,honda,bahrain,28179.975,2021
3.6,6,292,210.0,5,chrysler,bahrain,44520.0,2021
2.0,4,192,235.0,4,mini,bahrain,38425.0,2021
3.3,6,292,160.0,6,ford,bahrain,42313.375,2021
2.0,4,200,237.0,5,jaguar,bahrain,44785.0,2021
2.5,4,300,250.0,5,subaru,bahrain,43725.0,2021
6.4,8,485,281.0,5,dodge,bahrain,51675.0,2021
2.0,4,200,237.0,5,jaguar,bahrain,44785.0,2021
2.0,4,200,237.0,5,jaguar,bahrain,44785.0,2021
2.0,5,211,240.0,5,mercedes-benz,bahrain,42930.0,2021
2.0,4,211,230.0,5,mercedes-benz,bahrain,43460.0,2021
1.8,4,170,220.0,5,audi,bahrain,43990.0,2021
3.6,6,310,210.0,7,gmc,bahrain,44520.0,2021
2.0,4,190,240.0,5,audi,bahrain,43195.0,2021
2.0,4,190,240.0,5,audi,bahrain,43195.0,2021
2.0,5,247,250.0,5,jaguar,bahrain,44785.0,2021
3.6,6,290,190.0,5,jeep,bahrain,45050.0,2021
2.0,5,204,245.0,5,mercedes-benz,bahrain,43195.0,2021
2.0,4,190,235.0,5,bmw,bahrain,44785.0,2021
2.0,5,192,225.0,5,bmw,bahrain,46375.0,2021
2.5,4,300,250.0,5,subaru,bahrain,27420.0,2021
2.3,4,310,240.0,4,ford,bahrain,42386.75,2021
3.5,6,280,180.0,8,honda,bahrain,28179.975,2021
5.7,8,375,250.0,5,dodge,bahrain,43725.0,2021
2.0,4,350,220.0,5,lexus,bahrain,46375.0,2021
2.0,4,235,241.0,5,jaguar,bahrain,44785.0,2021
5.7,8,370,250.0,5,dodge,bahrain,40810.0,2021
2.0,5,200,238.0,5,jaguar,bahrain,45580.0,2021
2.0,4,290,250.0,5,audi,bahrain,45050.0,2021
5.7,8,370,250.0,5,dodge,bahrain,46375.0,2021
5.3,8,355,180.0,9,chevrolet,bahrain,44226.0,2021
1.5,3,136,215.0,4,bmw,bahrain,46375.0,2021
2.0,4,197,238.0,5,jaguar,bahrain,47435.0,2021
3.6,6,276,190.0,7,volkswagen,bahrain,32315.0,2021
2.0,4,252,250.0,5,audi,bahrain,49025.0,2021
2.0,4,247,250.0,5,jaguar,bahrain,47435.0,2021
2.0,5,184,237.0,2,mercedes-benz,bahrain,48760.0,2021
3.6,6,276,190.0,7,volkswagen,bahrain,32315.0,2021
2.0,4,250,250.0,5,jaguar,bahrain,49025.0,2021
2.0,4,218,243.0,5,bmw,bahrain,47700.0,2021
2.0,4,236,200.0,5,land-rover,bahrain,47435.0,2021
5.7,8,375,250.0,5,dodge,bahrain,45857.475000000006,2021
2.0,4,246,217.0,5,jaguar,bahrain,47700.0,2021
3.5,6,295,195.0,7,infiniti,bahrain,47700.0,2021
2.0,4,252,250.0,5,audi,bahrain,49025.0,2021
4.0,6,275,200.0,8,nissan,bahrain,28157.49,2021
3.6,6,310,210.0,7,gmc,bahrain,49555.0,2021
2.0,4,241,230.0,5,lexus,bahrain,50085.0,2021
2.0,4,297,250.0,5,jaguar,bahrain,49820.0,2021
2.0,4,197,238.0,5,jaguar,bahrain,49820.0,2021
5.3,8,355,175.0,9,chevrolet,bahrain,44226.0,2021
2.0,4,350,250.0,6,mercedes-benz,bahrain,50085.0,2021
2.0,4,250,244.0,5,jaguar,bahrain,50085.0,2021
2.3,4,310,240.0,4,ford,bahrain,50085.0,2021
5.3,8,355,175.0,9,chevrolet,bahrain,53000.0,2021
2.0,4,184,230.0,4,bmw,bahrain,49025.0,2021
2.0,4,184,236.0,4,bmw,bahrain,50085.0,2021
2.0,4,156,220.0,2,bmw,bahrain,50085.0,2021
2.0,4,190,240.0,4,audi,bahrain,51145.0,2021
2.0,4,204,245.0,4,mercedes-benz,bahrain,50350.0,2021
2.0,5,211,222.0,5,mercedes-benz,bahrain,51410.0,2021
2.0,4,247,250.0,5,jaguar,bahrain,51675.0,2021
4.0,6,271,200.0,7,toyota,bahrain,50641.5,2021
5.7,8,363,234.0,5,chrysler,bahrain,47700.0,2021
2.0,4,190,240.0,4,audi,bahrain,51145.0,2021
2.0,4,253,230.0,5,lincoln,bahrain,50350.0,2021
2.0,4,211,250.0,5,mercedes-benz,bahrain,50350.0,2021
2.0,4,252,250.0,5,audi,bahrain,50880.0,2021
2.0,4,184,236.0,4,bmw,bahrain,50350.0,2021
5.3,8,355,180.0,9,chevrolet,bahrain,44226.0,2021
2.0,4,254,230.0,5,volvo,bahrain,60936.75,2021
2.0,4,231,246.0,4,mini,bahrain,46110.0,2021
2.0,4,230,250.0,2,audi,bahrain,51410.0,2021
2.0,4,255,209.0,5,mercedes-benz,bahrain,79852.23000000001,2022
2.0,4,296,233.0,5,jaguar,bahrain,52470.0,2021
2.0,4,297,250.0,5,jaguar,bahrain,52735.0,2021
2.0,5,184,235.0,5,bmw,bahrain,51940.0,2021
2.0,4,240,200.0,5,land-rover,bahrain,52735.0,2021
3.0,6,340,250.0,5,bmw,bahrain,78000.0,2021
2.0,4,255,209.0,5,mercedes-benz,bahrain,79852.23000000001,2022
2.0,4,235,200.0,5,lexus,bahrain,47859.0,2021
2.0,5,297,250.0,5,jaguar,bahrain,52205.0,2021
2.3,4,310,240.0,4,ford,bahrain,51675.0,2021
2.0,4,246,217.0,5,jaguar,bahrain,52470.0,2021
2.0,4,246,217.0,5,jaguar,bahrain,52470.0,2021
2.0,5,184,240.0,5,mercedes-benz,bahrain,53000.0,2021
5.7,8,360,215.0,7,dodge,bahrain,45857.475000000006,2021
2.0,4,231,238.0,5,bmw,bahrain,53000.0,2021
2.0,4,230,250.0,2,audi,bahrain,54325.0,2021
2.0,4,211,240.0,4,mercedes-benz,bahrain,53265.0,2021
2.0,4,230,250.0,2,audi,bahrain,53795.0,2021
2.7,6,335,173.0,5,ford,bahrain,53000.0,2021
2.0,5,184,210.0,5,bmw,bahrain,54325.0,2021
5.0,8,460,240.0,4,ford,bahrain,42313.375,2021
5.3,8,355,175.0,9,chevrolet,bahrain,44226.0,2021
3.5,6,295,195.0,7,infiniti,bahrain,53000.0,2021
2.0,4,245,250.0,2,mercedes-benz,bahrain,54060.0,2021
1.8,4,170,213.0,4,audi,bahrain,54325.0,2021
2.0,4,258,250.0,5,bmw,bahrain,78000.0,2021
2.0,4,250,244.0,5,jaguar,bahrain,53795.0,2021
2.0,4,235,241.0,5,jaguar,bahrain,55385.0,2021
3.7,6,379,230.0,5,lincoln,bahrain,55650.0,2021
2.0,4,235,241.0,5,jaguar,bahrain,55385.0,2021
3.0,6,272,250.0,5,audi,bahrain,55650.0,2021
2.0,4,235,241.0,5,jaguar,bahrain,55385.0,2021
2.5,5,367,250.0,5,audi,bahrain,55915.0,2021
2.0,5,197,240.0,2,bmw,bahrain,55650.0,2021
2.0,5,204,235.0,4,mercedes-benz,bahrain,54855.0,2021
2.0,4,300,275.0,2,porsche,bahrain,61530.35,2021
3.5,6,311,235.0,5,lexus,bahrain,54258.75,2021
2.0,4,235,241.0,5,jaguar,bahrain,55385.0,2021
2.0,5,297,250.0,5,jaguar,bahrain,55385.0,2021
2.0,4,245,250.0,4,bmw,bahrain,55650.0,2021
2.0,4,296,233.0,5,jaguar,bahrain,55650.0,2021
2.0,4,245,250.0,4,bmw,bahrain,58035.0,2021
2.0,4,250,244.0,5,jaguar,bahrain,56710.0,2021
2.0,5,258,250.0,4,mercedes-benz,bahrain,56710.0,2021
2.0,4,275,209.0,5,mercedes-benz,bahrain,56975.0,2021
2.0,4,252,250.0,5,audi,bahrain,58035.0,2021
2.0,4,247,244.0,5,jaguar,bahrain,57505.0,2021
4.6,8,292,177.0,7,lexus,bahrain,58154.25,2021
4.0,8,395,190.0,8,nissan,bahrain,28157.49,2021
2.0,4,296,233.0,5,jaguar,bahrain,56180.0,2021
2.0,4,230,250.0,2,audi,bahrain,56710.0,2021
2.0,4,252,250.0,4,audi,bahrain,58035.0,2021
2.0,4,252,250.0,4,audi,bahrain,58035.0,2021
3.5,6,385,185.0,8,ford,bahrain,56975.0,2021
2.0,4,297,250.0,5,jaguar,bahrain,57505.0,2021
2.0,4,184,226.0,4,bmw,bahrain,56975.0,2021
5.0,8,460,240.0,4,ford,bahrain,42313.375,2021
2.0,4,252,250.0,4,bmw,bahrain,58300.0,2021
2.0,4,252,250.0,4,audi,bahrain,59360.0,2021
2.0,4,280,230.0,5,alfa-romeo,bahrain,58300.0,2021
2.0,4,300,275.0,2,porsche,bahrain,65375.5,2021
3.5,6,301,250.0,4,mercedes-benz,bahrain,58830.0,2021
2.0,4,381,250.0,5,mercedes-benz,bahrain,58565.0,2021
3.5,6,350,250.0,5,infiniti,bahrain,55650.0,2021
2.0,4,211,222.0,5,mercedes-benz,bahrain,58035.0,2021
4.0,6,275,200.0,8,nissan,bahrain,28157.49,2021
3.0,6,333,250.0,5,mercedes-benz,bahrain,59360.0,2021
2.0,4,250,217.0,5,land-rover,bahrain,59095.0,2021
3.0,6,335,250.0,5,jaguar,bahrain,58035.0,2021
2.0,5,231,235.0,5,bmw,bahrain,58300.0,2021
2.0,4,300,250.0,2,jaguar,bahrain,59625.0,2021
2.0,4,297,250.0,5,jaguar,bahrain,60420.0,2021
1.8,4,211,250.0,4,mercedes-benz,bahrain,60685.0,2021
2.0,5,184,210.0,5,bmw,bahrain,59625.0,2021
3.0,6,326,250.0,5,bmw,bahrain,59625.0,2021
2.0,5,235,200.0,5,lexus,bahrain,59625.0,2021
3.0,6,340,250.0,5,jaguar,bahrain,60685.0,2021
2.0,4,184,240.0,4,mercedes-benz,bahrain,59890.0,2021
5.0,8,360,160.0,5,ford,bahrain,42313.375,2021
2.0,4,258,250.0,2,bmw,bahrain,60950.0,2021
2.0,4,350,250.0,6,mercedes-benz,bahrain,59890.0,2021
2.0,4,245,250.0,4,bmw,bahrain,60950.0,2021
2.0,4,235,200.0,5,land-rover,bahrain,60685.0,2021
5.7,8,350,181.0,5,jeep,bahrain,60950.0,2021
5.3,8,355,180.0,9,chevrolet,bahrain,44226.0,2021
2.5,5,394,280.0,5,audi,bahrain,31535.0,2021
2.0,5,245,235.0,5,mercedes-benz,bahrain,61745.0,2021
3.5,6,365,160.0,5,ford,bahrain,42313.375,2021
3.5,6,296,200.0,5,lexus,bahrain,61215.0,2021
3.0,6,335,215.0,7,land-rover,bahrain,61215.0,2021
3.6,6,310,210.0,5,cadillac,bahrain,100100.0,2021
2.0,5,258,250.0,4,mercedes-benz,bahrain,62275.0,2021
6.4,12,470,272.0,2,dodge,bahrain,45857.475000000006,2021
2.0,4,246,217.0,5,jaguar,bahrain,61745.0,2021
3.5,6,314,230.0,4,lexus,bahrain,50350.0,2021
3.0,6,335,250.0,5,jaguar,bahrain,62010.0,2021
2.5,4,350,285.0,2,porsche,bahrain,72493.4,2021
5.0,8,360,160.0,5,ford,bahrain,42313.375,2021
5.3,8,355,180.0,9,chevrolet,bahrain,44226.0,2021
3.0,6,520,250.0,5,mercedes-benz,bahrain,65190.0,2021
2.0,4,184,235.0,4,mercedes-benz,bahrain,63600.0,2021
3.0,6,306,250.0,2,bmw,bahrain,66250.0,2021
2.0,4,300,250.0,2,jaguar,bahrain,64660.0,2021
2.0,5,381,250.0,5,mercedes-benz,bahrain,65985.0,2021
2.5,5,400,280.0,5,audi,bahrain,51220.0,2021
3.0,6,335,250.0,5,jaguar,bahrain,63335.0,2021
3.5,6,365,160.0,5,ford,bahrain,42313.375,2021
3.0,6,375,250.0,5,jaguar,bahrain,64395.0,2021
2.0,4,211,245.0,4,mercedes-benz,bahrain,63865.0,2021
2.0,4,296,233.0,5,jaguar,bahrain,65455.0,2021
4.6,8,292,200.0,7,lexus,bahrain,65985.0,2021
2.0,4,246,217.0,5,land-rover,bahrain,63600.0,2021
3.5,6,314,230.0,4,lexus,bahrain,62328.0,2021
2.5,4,350,285.0,2,porsche,bahrain,76338.55,2021
3.0,6,306,250.0,4,bmw,bahrain,67575.0,2021
3.0,6,360,215.0,7,land-rover,bahrain,68105.0,2021
2.0,4,252,250.0,4,bmw,bahrain,67575.0,2021
5.3,8,355,175.0,9,chevrolet,bahrain,75555.0,2021
2.8,6,220,235.0,5,audi,bahrain,67045.0,2021
3.0,6,326,250.0,5,bmw,bahrain,67575.0,2021
3.0,6,367,250.0,2,mercedes-benz,bahrain,67045.0,2021
2.0,4,252,250.0,5,bmw,bahrain,67575.0,2021
2.0,4,245,236.0,5,mercedes-benz,bahrain,67840.0,2021
2.0,5,280,230.0,5,alfa-romeo,bahrain,62275.0,2021
2.0,4,297,250.0,5,jaguar,bahrain,66250.0,2021
2.0,5,245,250.0,5,mercedes-benz,bahrain,68370.0,2021
2.0,4,421,250.0,5,mercedes-benz,bahrain,66250.0,2021
2.9,6,510,283.0,5,alfa-romeo,bahrain,111035.0,2021
3.0,6,354,250.0,4,audi,bahrain,67575.0,2021
2.0,4,245,250.0,4,mercedes-benz,bahrain,70490.0,2021
2.0,4,252,210.0,5,audi,bahrain,69430.0,2021
3.0,6,367,250.0,5,mercedes-benz,bahrain,69960.0,2021
4.0,6,275,200.0,8,nissan,bahrain,28157.49,2021
3.0,6,335,260.0,2,jaguar,bahrain,68900.0,2021
3.0,6,306,250.0,4,bmw,bahrain,68900.0,2021
5.6,8,400,200.0,8,nissan,bahrain,28157.49,2021
3.0,6,326,250.0,5,bmw,bahrain,70225.0,2021
2.0,4,300,249.0,2,jaguar,bahrain,68900.0,2021
2.0,5,245,250.0,5,bmw,bahrain,70225.0,2021
2.0,4,252,250.0,5,audi,bahrain,68635.0,2021
6.4,12,472,280.0,5,chrysler,bahrain,68900.0,2021
2.0,4,246,217.0,5,land-rover,bahrain,71285.0,2021
2.0,4,252,250.0,5,audi,bahrain,69430.0,2021
2.0,4,235,241.0,5,jaguar,bahrain,71285.0,2021
3.0,6,335,250.0,5,jaguar,bahrain,73935.0,2021
4.6,8,292,177.0,7,lexus,bahrain,73935.0,2021
3.0,6,367,250.0,5,mercedes-benz,bahrain,72080.0,2021
3.0,6,340,250.0,2,bmw,bahrain,71550.0,2021
3.0,6,360,215.0,7,land-rover,bahrain,72345.0,2021
2.0,5,300,250.0,2,jaguar,bahrain,73670.0,2021
3.0,6,306,250.0,5,bmw,bahrain,72875.0,2021
2.0,5,254,220.0,5,volvo,bahrain,58286.75,2021
2.0,4,184,215.0,5,bmw,bahrain,71550.0,2021
3.0,6,335,260.0,2,jaguar,bahrain,72080.0,2021
3.0,6,377,250.0,5,jaguar,bahrain,72080.0,2021
3.0,6,335,250.0,5,jaguar,bahrain,73935.0,2021
6.2,8,650,250.0,4,chevrolet,bahrain,79235.0,2021
2.0,5,245,230.0,5,bmw,bahrain,71550.0,2021
3.0,6,354,250.0,4,audi,bahrain,75525.0,2021
2.0,4,252,210.0,5,audi,bahrain,75525.0,2021
3.0,6,354,250.0,5,audi,bahrain,75260.0,2021
2.0,4,252,250.0,5,bmw,bahrain,76850.0,2021
3.0,6,333,250.0,5,mercedes-benz,bahrain,76850.0,2021
3.0,6,340,250.0,5,jaguar,bahrain,73935.0,2021
2.0,4,245,250.0,4,mercedes-benz,bahrain,74730.0,2021
3.0,6,306,250.0,4,bmw,bahrain,74200.0,2021
4.6,8,304,200.0,8,toyota,bahrain,70397.25,2021
3.5,6,296,200.0,5,lexus,bahrain,75525.0,2021
3.0,6,333,250.0,5,audi,bahrain,75260.0,2021
2.0,4,350,250.0,6,mercedes-benz,bahrain,74995.0,2021
3.0,6,340,250.0,4,bmw,bahrain,76850.0,2021
3.0,6,333,250.0,5,audi,bahrain,76585.0,2021
3.0,6,340,250.0,5,jaguar,bahrain,79235.0,2021
3.0,6,335,260.0,2,jaguar,bahrain,79235.0,2021
3.0,6,340,250.0,5,jaguar,bahrain,79235.0,2021
3.0,6,350,267.0,5,maserati,bahrain,99375.0,2021
3.0,6,335,260.0,2,jaguar,bahrain,77910.0,2021
3.0,6,367,250.0,5,mercedes-benz,bahrain,78970.0,2021
3.0,6,335,250.0,5,jaguar,bahrain,79235.0,2021
3.0,6,375,250.0,5,jaguar,bahrain,78175.0,2021
4.2,8,450,250.0,5,audi,bahrain,76850.0,2021
3.0,6,335,250.0,5,jaguar,bahrain,78970.0,2021
3.0,6,306,250.0,5,bmw,bahrain,79500.0,2021
2.0,4,240,240.0,5,jaguar,bahrain,79235.0,2021
3.0,6,340,250.0,5,jaguar,bahrain,79235.0,2021
5.0,8,407,240.0,5,genesis,bahrain,91425.0,2021
2.0,4,240,240.0,5,jaguar,bahrain,79235.0,2021
2.0,4,252,210.0,5,audi,bahrain,83210.0,2021
3.0,6,333,250.0,5,audi,bahrain,83475.0,2021
3.0,6,340,250.0,5,jaguar,bahrain,80560.0,2021
5.6,8,400,200.0,7,infiniti,bahrain,46220.0,2021
2.0,4,252,240.0,5,bmw,bahrain,82150.0,2021
3.0,6,435,250.0,4,mercedes-benz,bahrain,80560.0,2021
3.5,6,410,290.0,2,lotus,bahrain,102025.0,2021
3.0,6,400,250.0,5,lincoln,bahrain,80825.0,2021
3.0,6,306,245.0,5,bmw,bahrain,80825.0,2021
3.0,6,335,215.0,7,land-rover,bahrain,80030.0,2021
3.0,6,335,260.0,2,jaguar,bahrain,82680.0,2021
3.0,6,360,250.0,5,bmw,bahrain,80825.0,2021
3.0,6,306,250.0,5,bmw,bahrain,80825.0,2021
3.0,6,370,250.0,4,bmw,bahrain,82150.0,2021
3.0,6,377,275.0,2,jaguar,bahrain,81620.0,2021
3.0,6,340,250.0,5,bmw,bahrain,78000.0,2021
3.0,6,462,253.0,5,porsche,bahrain,128700.0,2021
3.0,6,335,260.0,2,jaguar,bahrain,84535.0,2021
3.0,6,462,253.0,5,porsche,bahrain,108101.45,2021
3.0,6,435,250.0,4,mercedes-benz,bahrain,86655.0,2021
3.0,6,335,215.0,7,land-rover,bahrain,84800.0,2021
3.0,6,400,250.0,5,lincoln,bahrain,86125.0,2021
3.0,6,340,250.0,4,bmw,bahrain,86125.0,2021
3.0,6,340,250.0,5,jaguar,bahrain,84535.0,2021
5.0,8,471,270.0,4,lexus,bahrain,84535.0,2021
5.5,8,408,250.0,4,mercedes-benz,bahrain,86655.0,2021
5.6,8,400,200.0,8,infiniti,bahrain,46220.0,2021
3.0,6,333,250.0,4,mercedes-benz,bahrain,84535.0,2021
3.0,6,333,250.0,4,mercedes-benz,bahrain,84535.0,2021
2.0,4,299,250.0,4,mercedes-benz,bahrain,87185.0,2021
3.0,6,340,250.0,5,jaguar,bahrain,88245.0,2021
3.0,6,350,251.0,5,maserati,bahrain,96725.0,2021
3.0,6,362,250.0,5,mercedes-benz,bahrain,87450.0,2021
4.7,8,408,250.0,4,mercedes-benz,bahrain,89570.0,2021
6.2,8,707,314.0,5,dodge,bahrain,92485.0,2021
3.0,6,401,250.0,5,mercedes-benz,bahrain,87715.0,2021
3.0,6,333,250.0,5,audi,bahrain,88510.0,2021
3.0,6,354,250.0,5,bmw,bahrain,78000.0,2021
6.2,8,797,327.0,5,dodge,bahrain,109180.0,2021
5.6,8,400,200.0,8,nissan,bahrain,28157.49,2021
3.0,6,380,250.0,5,jaguar,bahrain,87185.0,2021
3.0,6,380,275.0,2,jaguar,bahrain,87185.0,2021
3.0,6,335,210.0,5,land-rover,bahrain,87185.0,2021
3.0,6,442,245.0,5,mercedes-benz,bahrain,91955.0,2021
3.0,6,377,275.0,2,jaguar,bahrain,90895.0,2021
3.0,6,430,285.0,5,maserati,bahrain,132960.0,2021
3.0,6,377,275.0,2,jaguar,bahrain,90630.0,2021
2.0,5,320,240.0,7,volvo,bahrain,71536.75,2021
4.0,8,680,295.0,5,porsche,bahrain,128700.0,2021
3.0,6,340,250.0,5,jaguar,bahrain,89835.0,2021
3.0,6,375,275.0,2,jaguar,bahrain,89835.0,2021
4.0,8,476,250.0,5,mercedes-benz,bahrain,89835.0,2021
4.7,8,455,250.0,5,mercedes-benz,bahrain,92220.0,2021
3.0,6,340,250.0,5,bmw,bahrain,78000.0,2021
3.5,6,410,275.0,2,lotus,bahrain,171455.0,2021
4.0,8,680,295.0,5,porsche,bahrain,192082.6,2021
3.0,6,375,275.0,2,jaguar,bahrain,89835.0,2021
3.0,6,375,275.0,2,jaguar,bahrain,89835.0,2021
4.4,8,450,250.0,5,bmw,bahrain,94075.0,2021
3.8,8,580,326.0,5,maserati,bahrain,136475.0,2021
3.0,6,375,275.0,2,jaguar,bahrain,95135.0,2021
3.0,6,375,275.0,2,jaguar,bahrain,95135.0,2021
5.7,8,362,220.0,8,lexus,bahrain,104675.0,2021
4.0,8,510,290.0,5,mercedes-benz,bahrain,97785.0,2021
4.2,8,450,250.0,4,audi,bahrain,96725.0,2021
6.2,8,420,180.0,8,cadillac,bahrain,100100.0,2021
3.0,6,375,275.0,2,jaguar,bahrain,95135.0,2021
2.0,4,258,250.0,5,bmw,bahrain,96725.0,2021
3.0,6,377,275.0,2,jaguar,bahrain,96195.0,2021
3.0,6,380,275.0,2,jaguar,bahrain,96460.0,2021
3.0,6,360,210.0,5,land-rover,bahrain,97785.0,2021
3.0,6,320,250.0,5,bmw,bahrain,95400.0,2021
3.0,6,385,291.0,4,porsche,bahrain,110338.05,2021
3.0,6,367,250.0,2,mercedes-benz,bahrain,99110.0,2021
3.0,6,320,250.0,4,bmw,bahrain,98050.0,2021
5.0,8,625,215.0,5,land-rover,bahrain,103085.0,2021
3.0,6,340,209.0,5,land-rover,bahrain,102290.0,2021
3.0,6,430,264.0,5,maserati,bahrain,132960.0,2021
3.5,6,416,303.0,4,lotus,bahrain,106000.0,2021
3.0,6,380,250.0,5,jaguar,bahrain,97785.0,2021
6.2,8,420,180.0,8,cadillac,bahrain,106000.0,2021
3.0,6,377,275.0,2,jaguar,bahrain,99905.0,2021
3.0,6,431,250.0,5,bmw,bahrain,99375.0,2021
3.8,8,590,304.0,5,maserati,bahrain,174900.0,2021
3.0,6,397,275.0,2,jaguar,bahrain,98050.0,2021
4.6,8,455,250.0,7,mercedes-benz,bahrain,103085.0,2021
4.4,8,450,250.0,5,bmw,bahrain,100700.0,2021
3.8,8,550,292.0,5,maserati,bahrain,132960.0,2021
3.0,6,385,291.0,4,porsche,bahrain,118669.65,2021
3.0,6,431,250.0,4,bmw,bahrain,103350.0,2021
4.0,8,558,250.0,4,mercedes-benz,bahrain,79852.23000000001,2021
3.0,6,495,215.0,5,land-rover,bahrain,103615.0,2021
3.0,6,335,250.0,5,jaguar,bahrain,105735.0,2021
3.0,6,510,250.0,4,bmw,bahrain,106000.0,2021
3.6,6,440,261.0,5,porsche,bahrain,128700.0,2021
3.0,6,397,275.0,2,jaguar,bahrain,107325.0,2021
5.0,8,510,300.0,5,jaguar,bahrain,105735.0,2021
3.0,6,380,275.0,2,jaguar,bahrain,105470.0,2021
3.6,6,440,261.0,5,porsche,bahrain,129282.9,2021
3.0,6,333,250.0,5,mercedes-benz,bahrain,106000.0,2021
3.0,6,367,250.0,4,mercedes-benz,bahrain,106000.0,2021
3.0,6,320,250.0,4,bmw,bahrain,107325.0,2021
4.4,8,450,250.0,5,bmw,bahrain,111300.0,2021
3.0,6,385,289.0,4,porsche,bahrain,124152.5,2021
3.0,6,350,270.0,5,maserati,bahrain,113950.0,2021
