engine_capacity,cylinder,horse_power,top_speed,seats,brand,country,price,year
2.0,4,180,205.0,8,peugeot,ksa,37955.25,2021
1.5,4,102,145.0,4,suzuki,ksa,26671.95,2021
2.3,4,420,173.0,4,ford,ksa,53460.0,2021
1.8,4,140,190.0,5,honda,ksa,28179.975,2021
1.8,4,140,190.0,5,honda,ksa,25740.45,2021
2.0,4,120,170.0,5,peugeot,ksa,22368.15,2021
2.0,4,120,170.0,5,peugeot,ksa,20667.15,2021
2.5,4,170,199.0,5,renault,ksa,31563.000000000004,2021
2.7,6,542,173.0,5,ford,ksa,64260.00000000001,2021
1.5,4,102,145.0,4,suzuki,ksa,24808.95,2021
1.8,4,140,190.0,5,honda,ksa,19530.45,2021
2.0,4,198,200.0,7,gac,ksa,30109.050000000003,2021
1.5,4,152,180.0,5,gac,ksa,19840.95,2021
4.0,8,503,322.0,4,aston-martin,ksa,281738.79000000004,2021
5.2,12,900,305.0,4,aston-martin,ksa,374344.74000000005,2021
1.5,4,152,180.0,5,gac,ksa,17388.0,2021
3.5,6,530,240.0,7,genesis,ksa,82350.0,2021
4.0,8,503,300.0,4,aston-martin,ksa,260111.25000000003,2021
3.8,6,355,182.0,8,hyundai,ksa,54054.0,2021
1.6,4,121,190.0,5,toyota,ksa,21087.27,2021
1.6,4,121,190.0,5,toyota,ksa,20662.29,2021
1.6,4,121,190.0,5,toyota,ksa,20134.440000000002,2021
1.6,4,121,190.0,5,toyota,ksa,22040.370000000003,2021
3.0,6,400,250.0,7,lincoln,ksa,53836.65,2021
3.5,6,335,182.0,7,hyundai,ksa,38416.950000000004,2021
3.0,6,400,250.0,7,lincoln,ksa,53836.65,2021
1.6,4,121,190.0,5,toyota,ksa,23638.77,2021
2.0,4,168,200.0,5,toyota,ksa,26835.84,2021
2.0,4,231,210.0,5,mg,ksa,23179.5,2021
2.0,4,231,210.0,5,mg,ksa,27526.5,2021
1.8,4,121,190.0,5,toyota,ksa,24284.34,2021
1.8,4,121,190.0,5,toyota,ksa,26712.72,2021
3.0,6,382,250.0,2,toyota,ksa,64552.950000000004,2021
6.2,8,495,312.0,2,chevrolet,ksa,106461.0,2021
6.2,8,495,312.0,2,chevrolet,ksa,103329.0,2021
0.0,4,224,236.0,5,mercedes-benz,ksa,79852.23000000001,2021
2.0,4,155,181.0,5,kia,ksa,22140.0,2021
2.5,4,170,190.0,5,volkswagen,ksa,32585.0,2021
2.0,4,200,216.0,5,land-rover,ksa,74364.75,2021
3.7,6,275,158.0,2,ford,ksa,42174.0,2021
2.0,4,155,181.0,5,kia,ksa,22304.7,2021
2.5,4,170,190.0,5,volkswagen,ksa,23204.3875,2021
2.0,4,250,230.0,5,land-rover,ksa,79674.3,2021
2.0,4,200,216.0,5,land-rover,ksa,59709.15,2021
1.5,4,112,172.0,5,ford,ksa,13108.230000000001,2021
0.0,0,1973,320.0,2,lotus,ksa,2189089.8333333335,2021
2.0,4,254,220.0,5,volvo,ksa,52582.5,2021
0.0,4,306,250.0,5,mercedes-benz,ksa,79852.23000000001,2021
6.5,12,770,350.0,2,lamborghini,ksa,415800.0,2021
2.0,5,320,250.0,5,volvo,ksa,59515.333333333336,2021
1.7,4,250,240.0,5,volvo,ksa,51300.0,2021
2.0,5,320,250.0,5,volvo,ksa,59515.333333333336,2021
2.0,4,254,230.0,5,volvo,ksa,51814.0,2021
2.0,4,254,220.0,5,volvo,ksa,60852.600000000006,2021
1.6,4,118,180.0,5,nissan,ksa,16200.000000000002,2021
1.5,3,120,184.0,5,ford,ksa,21681.0,2021
0.0,8,620,326.0,2,mclaren,ksa,263650.0,2021
2.0,4,320,230.0,5,volvo,ksa,65091.600000000006,2021
1.6,4,139,172.0,5,kia,ksa,32853.33,2021
1.4,4,95,170.0,5,kia,ksa,12842.5,2021
3.8,6,600,350.0,4,nissan,ksa,157980.75,2021
1.5,4,103,175.0,7,toyota,ksa,20741.4,2021
1.4,4,95,170.0,5,kia,ksa,11168.6875,2021
3.8,6,600,350.0,4,nissan,ksa,211654.21500000003,2021
3.5,6,363,182.0,7,hyundai,ksa,35610.3,2021
2.0,4,233,185.0,7,changan,ksa,28534.95,2021
2.0,4,315,15.6,5,great-wall,ksa,19553.13,2021
3.5,6,363,182.0,7,hyundai,ksa,38580.3,2021
2.0,4,233,190.0,7,changan,ksa,34123.950000000004,2021
2.2,5,105,140.0,2,great-wall,ksa,13343.130000000001,2021
2.4,4,226,182.0,7,hyundai,ksa,28350.000000000004,2021
3.5,6,363,182.0,7,hyundai,ksa,32937.3,2021
2.0,4,315,15.6,5,great-wall,ksa,17379.63,2021
3.5,6,363,182.0,7,hyundai,ksa,43807.5,2021
5.0,8,505,189.0,5,kia,ksa,83295.27,2021
1.6,4,128,190.0,5,kia,ksa,17077.5,2021
3.8,6,400,189.0,5,kia,ksa,57941.73,2021
4.0,8,585,220.0,5,mercedes-benz,ksa,186838.38,2021
3.0,6,340,243.0,5,bmw,ksa,115384.50000000001,2021
4.0,8,422,250.0,5,mercedes-benz,ksa,135751.95,2021
6.7,12,850,250.0,5,rolls-royce,ksa,384345.0,2021
3.0,6,340,250.0,5,audi,ksa,112563.00000000001,2021
4.4,8,523,250.0,4,bmw,ksa,161865.0,2021
4.4,6,462,243.0,5,bmw,ksa,140896.80000000002,2021
3.0,6,340,250.0,5,audi,ksa,95040.0,2021
2.0,4,268,230.0,5,infiniti,ksa,69374.61,2021
4.0,8,639,310.0,4,mercedes-benz,ksa,237600.00000000003,2021
1.6,4,128,190.0,5,kia,ksa,18414.0,2021
5.7,8,395,175.0,5,ram,ksa,58320.00000000001,2021
3.6,6,355,210.0,8,chrysler,ksa,45010.0,2021
3.0,6,354,254.0,5,porsche,ksa,128700.0,2021
5.7,8,395,175.0,5,ram,ksa,58320.00000000001,2021
1.4,4,140,180.0,4,suzuki,ksa,13473.0,2021
1.2,4,82,165.0,5,suzuki,ksa,17912.88,2021
2.0,4,258,250.0,5,bmw,ksa,98307.0,2021
3.0,6,440,270.0,5,porsche,ksa,128700.0,2021
3.6,6,355,210.0,8,chrysler,ksa,45010.0,2021
6.2,8,420,180.0,5,gmc,ksa,74412.0,2021
2.0,4,252,227.0,5,porsche,ksa,128700.0,2021
1.2,4,82,165.0,5,suzuki,ksa,18754.2,2021
5.7,8,395,175.0,5,ram,ksa,68121.0,2021
2.0,4,224,206.0,7,borgward,ksa,38134.8,2021
2.0,4,290,250.0,5,audi,ksa,58063.50000000001,2021
1.4,4,100,180.0,5,kia,ksa,14820.300000000001,2021
2.0,4,192,228.0,5,mini,ksa,51975.0,2021
0.0,0,500,360.0,5,chevrolet,ksa,45603.0,2021
1.6,4,123,190.0,5,kia,ksa,16899.300000000003,2021
3.5,6,365,160.0,5,ford,ksa,42313.375,2021
2.0,4,224,206.0,7,borgward,ksa,35986.14,2021
3.0,6,400,250.0,4,infiniti,ksa,46220.0,2021
1.6,4,165,220.0,5,peugeot,ksa,35100.0,2021
1.5,4,103,165.0,5,suzuki,ksa,14655.6,2021
1.5,4,136,205.0,5,mini,ksa,43362.0,2021
2.4,4,184,175.0,5,jeep,ksa,23318.55,2021
3.5,6,365,160.0,6,ford,ksa,42313.375,2021
3.3,6,292,160.0,6,ford,ksa,42313.375,2021
2.9,6,462,275.0,5,porsche,ksa,155093.40000000002,2021
4.0,8,680,310.0,5,porsche,ksa,268666.2,2021
4.0,8,550,304.0,5,porsche,ksa,228719.7,2021
4.0,8,460,289.0,5,porsche,ksa,188238.6,2021
3.0,6,367,250.0,5,mercedes-benz,ksa,91941.48000000001,2021
2.0,4,211,222.0,5,mercedes-benz,ksa,72053.82,2021
2.0,4,330,230.0,5,alfa-romeo,ksa,47499.75,2021
1.5,4,104,165.0,5,suzuki,ksa,17356.95,2021
2.0,4,245,236.0,5,mercedes-benz,ksa,79852.23000000001,2021
1.5,4,107,175.0,5,chery,ksa,11367.0,2021
3.5,4,277,160.0,3,toyota,ksa,29404.350000000002,2021
2.9,6,440,286.0,5,porsche,ksa,164508.30000000002,2021
2.5,5,400,280.0,5,audi,ksa,51220.0,2021
3.7,6,379,230.0,5,lincoln,ksa,56317.33,2021
4.0,8,770,328.0,2,mclaren,ksa,363433.5,2021
2.0,5,258,250.0,4,mercedes-benz,ksa,73714.05,2021
4.0,8,465,250.0,4,mercedes-benz,ksa,178401.15000000002,2021
3.0,6,400,250.0,5,lincoln,ksa,77996.33,2021
3.8,8,600,328.0,2,mclaren,ksa,211900.0,2021
2.0,4,250,217.0,5,land-rover,ksa,77345.55,2021
4.0,8,612,250.0,4,mercedes-benz,ksa,222813.45,2021
2.9,6,510,283.0,5,alfa-romeo,ksa,118800.00000000001,2021
2.0,4,250,217.0,5,land-rover,ksa,73681.65000000001,2021
3.8,8,562,328.0,2,mclaren,ksa,229466.66666666666,2021
3.0,6,435,250.0,4,mercedes-benz,ksa,94159.53000000001,2021
2.0,4,280,230.0,5,alfa-romeo,ksa,56208.600000000006,2021
4.0,8,476,302.0,2,mercedes-benz,ksa,161289.90000000002,2021
2.0,5,204,235.0,4,mercedes-benz,ksa,68421.51000000001,2021
2.0,4,180,207.0,7,skoda,ksa,37733.850000000006,2021
6.5,12,740,350.0,2,lamborghini,ksa,549450.0,2021
1.4,4,147,180.0,5,borgward,ksa,23680.620000000003,2021
2.0,4,198,200.0,4,gac,ksa,29084.4,2021
2.0,4,252,240.0,5,genesis,ksa,69842.25,2021
1.4,4,147,180.0,5,borgward,ksa,28980.99,2021
1.4,4,147,180.0,5,borgward,ksa,25024.68,2021
2.0,4,251,240.0,5,kia,ksa,39263.4,2021
6.5,12,740,350.0,2,lamborghini,ksa,516417.12000000005,2021
4.0,8,558,316.0,2,mercedes-benz,ksa,199395.54,2021
4.0,8,650,305.0,4,lamborghini,ksa,291060.0,2021
3.3,6,365,270.0,5,kia,ksa,50490.0,2021
3.5,6,380,250.0,5,genesis,ksa,82350.0,2021
2.0,4,169,180.0,4,lexus,ksa,46606.05,2021
2.0,4,189,180.0,5,bmw,ksa,57915.00000000001,2021
6.2,8,702,190.0,4,ram,ksa,102600.0,2021
0.0,0,402,180.0,5,mercedes-benz,ksa,79852.23000000001,2021
2.0,6,250,230.0,5,lincoln,ksa,48406.950000000004,2021
0.0,4,163,230.0,5,mercedes-benz,ksa,44490.33,2021
2.7,6,335,250.0,5,lincoln,ksa,53836.65,2021
2.0,4,169,180.0,4,lexus,ksa,56945.700000000004,2021
2.8,4,350,160.0,5,maxus,ksa,20196.0,2021
4.4,8,523,250.0,4,bmw,ksa,164835.0,2021
3.0,6,410,280.0,4,bmw,ksa,112563.00000000001,2021
4.4,8,462,245.0,5,bmw,ksa,151767.0,2021
3.0,6,340,245.0,5,bmw,ksa,127710.00000000001,2021
2.0,4,275,182.0,5,hyundai,ksa,40230.0,2021
3.0,8,340,250.0,4,bmw,ksa,134541.0,2021
2.0,4,225,175.0,7,maxus,ksa,30778.125,2021
4.0,8,655,340.0,4,ferrari,ksa,564300.0,2021
2.0,4,155,192.0,5,mazda,ksa,24252.480000000003,2021
0.0,8,592,328.0,2,mclaren,ksa,263650.0,2021
4.4,8,530,250.0,4,bmw,ksa,164835.0,2021
1.2,3,78,173.0,5,mitsubishi,ksa,10922.310000000001,2021
1.6,4,112,168.0,5,bestune,ksa,15385.140000000001,2021
4.0,8,800,335.0,2,mclaren,ksa,1508399.55,2021
1.2,3,78,173.0,5,mitsubishi,ksa,10098.0,2021
2.0,4,225,185.0,7,maxus,ksa,22680.0,2021
4.0,8,600,250.0,5,audi,ksa,51220.0,2021
1.5,4,156,180.0,7,jetour,ksa,21597.300000000003,2021
1.5,4,169,180.0,5,mg,ksa,21782.25,2021
0.0,4,148,181.0,5,bestune,ksa,21905.91,2021
1.5,4,156,180.0,7,jetour,ksa,24300.0,2021
1.5,4,169,180.0,5,mg,ksa,18211.5,2021
6.0,12,402,190.0,7,hongqi,ksa,36571.5,2021
1.5,4,169,180.0,5,mg,ksa,19422.45,2021
2.0,4,224,210.0,5,hongqi,ksa,39528.0,2021
1.6,4,194,185.0,7,jetour,ksa,26703.0,2021
2.0,4,224,210.0,5,hongqi,ksa,44253.0,2021
2.0,4,224,210.0,5,hongqi,ksa,34668.0,2021
3.9,8,710,340.0,2,ferrari,ksa,297000.0,2021
4.0,8,500,250.0,5,audi,ksa,86400.0,2021
1.8,4,121,170.0,5,toyota,ksa,27448.2,2021
2.0,4,245,230.0,5,lincoln,ksa,52753.950000000004,2021
2.0,4,245,230.0,5,lincoln,ksa,50890.950000000004,2021
2.0,4,255,250.0,2,toyota,ksa,54461.700000000004,2021
4.0,8,755,330.0,2,mclaren,ksa,455031.00000000006,2021
2.0,4,315,15.6,5,great-wall,ksa,20174.13,2021
2.4,4,220,15.6,5,great-wall,ksa,18311.13,2021
2.4,4,147,180.0,5,great-wall,ksa,15827.130000000001,2021
3.9,8,620,320.0,4,ferrari,ksa,308975.0,2021
2.4,4,220,15.6,5,great-wall,ksa,18931.86,2021
3.9,8,710,340.0,2,ferrari,ksa,324000.0,2021
2.0,4,245,210.0,5,volkswagen,ksa,38173.41,2021
1.6,4,115,200.0,5,peugeot,ksa,18630.0,2008
2.0,4,245,210.0,5,volkswagen,ksa,43832.07,2021
1.6,4,115,200.0,5,peugeot,ksa,20250.0,2008
1.2,3,155,208.0,5,peugeot,ksa,24570.0,2008
3.0,6,630,325.0,2,maserati,ksa,132960.0,2021
2.0,4,252,250.0,5,hongqi,ksa,36571.5,2021
3.0,6,283,250.0,5,hongqi,ksa,36571.5,2021
3.0,6,283,250.0,5,hongqi,ksa,36571.5,2021
3.0,6,283,250.0,5,hongqi,ksa,36571.5,2021
2.7,6,542,173.0,5,ford,ksa,65880.0,2021
2.3,4,420,173.0,4,ford,ksa,48600.0,2021
3.0,6,283,250.0,5,hongqi,ksa,36571.5,2021
3.5,6,530,240.0,7,genesis,ksa,82350.0,2021
2.0,4,238,175.0,5,geely,ksa,33358.5,2021
2.0,4,238,175.0,5,geely,ksa,30564.000000000004,2021
1.5,4,107,175.0,5,chery,ksa,12015.0,2022
2.7,6,542,173.0,5,ford,ksa,70740.0,2021
1.6,4,185,200.0,7,chery,ksa,24168.0,2021
2.7,6,542,173.0,5,ford,ksa,71010.0,2021
1.5,4,173,215.0,5,mg,ksa,17234.175000000003,2022
1.4,4,98,170.0,5,chevrolet,ksa,9625.566666666668,2021
1.5,4,118,185.0,5,mg,ksa,13014.0,2022
1.5,4,112,170.0,5,mg,ksa,17234.175000000003,2021
1.5,4,173,215.0,5,mg,ksa,15309.000000000002,2022
1.6,4,102,180.0,5,renault,ksa,13599.900000000001,2021
1.3,3,160,185.0,5,mg,ksa,17234.175000000003,2021
1.4,4,100,183.0,5,hyundai,ksa,14040.000000000002,2021
2.4,4,128,169.0,3,mitsubishi,ksa,18096.210000000003,2021
1.6,4,123,193.0,5,hyundai,ksa,14404.500000000002,2021
1.4,4,98,170.0,5,chevrolet,ksa,12791.25,2021
1.4,4,100,183.0,5,hyundai,ksa,14850.000000000002,2021
1.5,4,105,175.0,5,toyota,ksa,16114.95,2021
1.3,4,98,165.0,5,toyota,ksa,14251.95,2021
2.0,4,135,178.0,5,renault,ksa,19437.300000000003,2021
1.5,4,169,170.0,5,mg,ksa,21906.45,2021
1.5,4,119,190.0,5,honda,ksa,28179.975,2021
1.2,4,84,161.0,5,kia,ksa,11507.400000000001,2021
1.5,4,169,170.0,5,mg,ksa,18366.75,2021
1.5,4,105,175.0,5,toyota,ksa,15400.800000000001,2021
1.5,4,112,170.0,5,mg,ksa,17234.175000000003,2021
1.6,4,123,193.0,5,hyundai,ksa,16335.000000000002,2021
1.5,4,119,190.0,5,honda,ksa,28179.975,2021
1.5,4,105,180.0,5,toyota,ksa,30047.275,2021
1.5,4,119,190.0,5,honda,ksa,28179.975,2021
1.5,4,110,170.0,5,byd,ksa,13351.5,2021
1.2,4,84,161.0,5,kia,ksa,15998.04,2021
1.5,4,169,170.0,5,mg,ksa,20695.5,2021
1.4,4,138,190.0,5,hyundai,ksa,20250.0,2021
1.6,4,121,169.0,5,hyundai,ksa,18087.300000000003,2021
1.6,4,110,205.0,3,peugeot,ksa,17493.300000000003,2021
1.5,4,110,170.0,5,byd,ksa,11954.25,2021
1.4,3,100,183.0,5,kia,ksa,14820.300000000001,2021
1.6,4,127,209.0,5,hyundai,ksa,17864.550000000003,2021
1.5,4,103,175.0,7,toyota,ksa,19437.300000000003,2021
1.5,4,110,175.0,5,ford,ksa,17523.0,2021
2.0,4,150,194.0,5,hyundai,ksa,20760.300000000003,2021
1.5,4,110,175.0,5,ford,ksa,18681.300000000003,2021
2.0,4,150,194.0,5,hyundai,ksa,24324.300000000003,2021
1.6,4,118,180.0,5,nissan,ksa,28157.49,2021
1.6,4,115,180.0,5,peugeot,ksa,14316.6075,2021
2.0,4,150,193.0,5,mitsubishi,ksa,21431.25,2021
1.4,4,100,182.0,4,fiat,ksa,19219.95,2021
2.0,4,150,194.0,5,hyundai,ksa,22839.300000000003,2021
2.0,4,150,194.0,5,hyundai,ksa,22839.300000000003,2021
1.2,4,82,170.0,5,suzuki,ksa,12078.45,2021
1.5,4,103,170.0,7,suzuki,ksa,18754.2,2021
1.5,4,119,190.0,5,honda,ksa,28179.975,2021
2.0,4,150,194.0,5,hyundai,ksa,22839.300000000003,2021
2.0,4,150,194.0,5,hyundai,ksa,25839.0,2021
1.2,4,82,170.0,5,suzuki,ksa,12513.150000000001,2021
1.5,4,147,180.0,5,mitsubishi,ksa,24220.0,2022
2.0,4,148,190.0,5,mazda,ksa,19750.23,2021
2.4,4,147,165.0,3,toyota,ksa,23722.2,2021
1.4,4,91,170.0,5,suzuki,ksa,13568.85,2021
1.6,4,121,169.0,5,hyundai,ksa,21532.5,2021
1.2,3,130,208.0,5,peugeot,ksa,20250.0,2021
1.6,4,123,180.0,5,changan,ksa,12123.0,2021
1.6,4,132,170.0,5,hyundai,ksa,23299.65,2021
1.8,4,140,180.0,5,chevrolet,ksa,44226.0,2021
1.6,4,132,170.0,5,hyundai,ksa,24027.300000000003,2021
1.6,4,110,190.0,5,skoda,ksa,15436.710000000001,2021
2.4,4,147,165.0,6,toyota,ksa,25864.65,2021
2.5,4,169,170.0,7,nissan,ksa,25352.730000000003,2021
2.4,4,167,198.0,7,mitsubishi,ksa,26554.5,2021
1.5,4,147,200.0,5,mitsubishi,ksa,24691.5,2021
1.6,4,118,180.0,5,nissan,ksa,21330.0,2021
2.5,4,169,170.0,5,nissan,ksa,24974.730000000003,2021
1.6,4,107,162.0,5,bestune,ksa,15199.11,2021
2.0,5,150,205.0,5,hyundai,ksa,19440.0,2021
2.0,4,150,205.0,5,hyundai,ksa,20520.0,2021
1.5,4,147,200.0,5,mitsubishi,ksa,30280.500000000004,2021
1.6,4,123,200.0,5,honda,ksa,28179.975,2021
1.5,4,147,200.0,5,mitsubishi,ksa,31212.000000000004,2021
1.4,4,91,170.0,5,suzuki,ksa,14872.95,2021
1.5,4,147,200.0,5,mitsubishi,ksa,29659.500000000004,2021
1.5,4,103,170.0,7,suzuki,ksa,20275.65,2021
2.4,5,175,182.0,3,hyundai,ksa,24027.300000000003,2021
2.4,4,167,198.0,7,mitsubishi,ksa,25002.0,2021
2.5,4,169,170.0,5,nissan,ksa,26189.730000000003,2021
1.4,4,140,190.0,5,fiat,ksa,17955.0,2021
2.4,4,128,169.0,6,mitsubishi,ksa,20580.210000000003,2021
2.4,4,136,160.0,2,Foton,ksa,12474.0,2021
2.5,4,169,170.0,7,nissan,ksa,26567.730000000003,2021
2.4,4,128,167.0,5,mitsubishi,ksa,22720.5,2021
1.6,4,123,183.0,5,kia,ksa,16899.300000000003,2021
1.6,4,113,180.0,5,nissan,ksa,28157.49,2021
2.0,4,153,170.0,5,hyundai,ksa,23537.25,2021
1.5,4,120,170.0,5,ford,ksa,24502.5,2021
2.7,4,164,165.0,3,toyota,ksa,24032.7,2021
1.6,4,121,169.0,5,hyundai,ksa,23611.5,2021
2.5,4,185,220.0,5,mazda,ksa,26703.0,2021
2.4,4,136,160.0,5,Foton,ksa,13959.000000000002,2021
2.5,4,136,167.0,5,mitsubishi,ksa,16699.5,2021
2.5,4,231,239.0,5,mazda,ksa,36018.0,2021
2.4,4,136,167.0,5,mitsubishi,ksa,23126.850000000002,2021
1.6,4,204,190.0,4,hyundai,ksa,20625.0,2021
2.5,4,185,220.0,5,mazda,ksa,23314.5,2021
2.5,4,204,195.0,5,toyota,ksa,26361.45,2021
2.4,4,180,175.0,5,jeep,ksa,21573.0,2021
2.5,4,231,239.0,5,mazda,ksa,37260.0,2021
1.4,3,100,182.0,4,fiat,ksa,22324.95,2021
2.5,4,136,167.0,5,mitsubishi,ksa,21978.0,2021
2.5,4,136,167.0,5,mitsubishi,ksa,24151.5,2021
2.5,4,231,239.0,5,mazda,ksa,34155.0,2021
1.5,4,147,200.0,5,mitsubishi,ksa,25839.0,2021
2.0,4,170,200.0,5,toyota,ksa,31981.500000000004,2021
2.4,5,175,182.0,9,hyundai,ksa,33750.0,2021
1.6,4,175,205.0,5,hyundai,ksa,22950.0,2021
1.8,4,130,185.0,5,nissan,ksa,28157.49,2021
2.4,4,140,160.0,2,maxus,ksa,16641.25,2021
1.8,4,140,180.0,5,chevrolet,ksa,25987.5,2021
2.5,4,204,195.0,5,toyota,ksa,27510.300000000003,2021
2.0,4,140,209.0,5,renault,ksa,18909.45,2021
2.4,4,147,175.0,6,toyota,ksa,31329.45,2021
1.5,4,170,190.0,5,chevrolet,ksa,25245.0,2021
2.4,5,175,182.0,9,hyundai,ksa,26581.5,2021
1.6,4,115,180.0,5,renault,ksa,18279.0,2021
2.5,4,169,170.0,7,nissan,ksa,32373.000000000004,2021
2.0,4,170,200.0,5,toyota,ksa,27789.750000000004,2021
3.0,6,215,182.0,5,mitsubishi,ksa,30901.500000000004,2021
1.6,4,165,205.0,5,peugeot,ksa,24300.0,2021
1.5,4,170,200.0,5,gmc,ksa,29295.000000000004,2021
2.8,4,174,170.0,8,toyota,ksa,29808.000000000004,2021
1.5,4,198,195.0,5,honda,ksa,28179.975,2021
1.6,4,115,180.0,5,suzuki,ksa,23008.050000000003,2021
2.7,4,164,170.0,8,toyota,ksa,27945.000000000004,2021
1.6,4,123,180.0,5,changan,ksa,13743.0,2021
2.4,5,184,200.0,5,honda,ksa,28534.95,2021
1.6,4,175,205.0,5,hyundai,ksa,23220.0,2021
1.6,4,163,188.0,5,peugeot,ksa,23516.1875,2021
2.5,4,188,210.0,5,mazda,ksa,32432.4,2021
3.0,6,227,205.0,7,mitsubishi,ksa,28107.000000000004,2021
1.6,4,130,190.0,5,kia,ksa,20904.48,2021
1.0,3,180,190.0,5,nissan,ksa,28157.49,2021
2.0,4,150,194.0,5,subaru,ksa,25110.0,2021
2.5,4,205,195.0,5,toyota,ksa,30047.275,2021
1.5,4,148,170.0,5,haval,ksa,15437.025,2021
2.5,4,204,195.0,5,toyota,ksa,30149.550000000003,2021
3.5,6,189,180.0,7,mitsubishi,ksa,35869.5,2021
1.6,4,180,219.0,7,peugeot,ksa,26325.0,2021
2.0,4,221,190.0,7,maxus,ksa,21066.25,2021
2.7,4,164,165.0,6,toyota,ksa,29373.300000000003,2021
2.0,4,221,190.0,7,maxus,ksa,21904.0,2021
2.7,4,164,165.0,5,toyota,ksa,30335.850000000002,2021
1.5,4,165,220.0,5,chevrolet,ksa,31611.600000000002,2021
2.5,4,158,160.0,6,nissan,ksa,26482.140000000003,2021
2.7,4,160,180.0,7,toyota,ksa,31826.250000000004,2021
2.5,4,212,200.0,5,toyota,ksa,40675.5,2021
2.7,4,164,165.0,6,toyota,ksa,30770.550000000003,2021
2.5,4,169,170.0,7,nissan,ksa,34289.73,2021
2.5,4,176,200.0,5,toyota,ksa,30646.350000000002,2021
2.5,4,158,160.0,5,nissan,ksa,28157.49,2021
1.5,4,165,220.0,5,chevrolet,ksa,24416.100000000002,2021
2.4,4,140,160.0,9,maxus,ksa,20815.0,2021
2.5,4,168,155.0,5,nissan,ksa,27082.350000000002,2021
1.5,4,165,220.0,5,chevrolet,ksa,44226.0,2021
1.5,4,198,195.0,5,honda,ksa,28179.975,2021
2.4,4,172,170.0,8,honda,ksa,35676.450000000004,2021
2.0,4,197,170.0,5,haval,ksa,19977.300000000003,2021
2.0,4,197,170.0,5,haval,ksa,18357.300000000003,2021
1.5,4,148,170.0,5,haval,ksa,18550.0,2021
2.0,4,240,205.0,5,kia,ksa,32521.500000000004,2021
2.0,4,197,170.0,5,haval,ksa,16983.0,2021
2.4,4,181,180.0,5,hyundai,ksa,32400.000000000004,2021
1.6,4,165,205.0,5,peugeot,ksa,28350.000000000004,2021
1.6,4,130,190.0,5,kia,ksa,24498.18,2021
2.4,4,185,205.0,5,kia,ksa,20403.9,2021
3.5,6,298,235.0,5,toyota,ksa,30047.275,2021
2.0,4,248,220.0,5,nissan,ksa,29025.000000000004,2021
2.4,4,147,175.0,7,toyota,ksa,37197.9,2021
2.5,4,188,220.0,5,nissan,ksa,26504.010000000002,2021
1.5,4,120,170.0,5,ford,ksa,34303.5,2021
3.8,6,241,180.0,5,mitsubishi,ksa,34317.0,2021
2.0,5,250,250.0,5,chevrolet,ksa,26705.7,2021
2.5,4,188,220.0,5,nissan,ksa,28404.000000000004,2021
1.6,4,110,190.0,5,skoda,ksa,23076.9,2021
3.6,6,305,220.0,5,chevrolet,ksa,44226.0,2021
2.0,4,248,220.0,5,nissan,ksa,36642.51,2021
2.2,4,130,150.0,2,peugeot,ksa,31023.000000000004,2021
4.0,6,228,180.0,7,toyota,ksa,35365.950000000004,2021
2.7,4,160,180.0,7,toyota,ksa,34558.65,2021
1.6,4,110,190.0,5,skoda,ksa,19022.850000000002,2021
3.0,4,190,170.0,5,isuzu,ksa,22950.0,2021
2.7,4,164,165.0,5,toyota,ksa,35179.65,2021
2.0,4,153,208.0,5,subaru,ksa,27420.0,2021
4.0,6,228,180.0,3,toyota,ksa,35521.200000000004,2021
2.4,4,167,175.0,5,suzuki,ksa,13473.0,2021
2.0,4,240,200.0,5,ford,ksa,34303.5,2021
2.0,4,150,208.0,5,subaru,ksa,27420.0,2021
2.4,4,147,175.0,5,toyota,ksa,38346.75,2021
1.6,4,165,206.0,7,peugeot,ksa,30915.000000000004,2021
4.0,6,228,180.0,5,toyota,ksa,36483.75,2021
3.6,6,257,240.0,5,subaru,ksa,29015.0,2021
2.0,4,240,200.0,5,ford,ksa,36496.98,2021
2.7,4,164,170.0,5,toyota,ksa,36639.0,2021
2.4,4,180,180.0,5,jeep,ksa,26416.530000000002,2021
4.0,6,228,180.0,6,toyota,ksa,37446.3,2021
2.8,4,174,180.0,5,toyota,ksa,39495.600000000006,2021
2.0,4,150,194.0,5,subaru,ksa,31049.730000000003,2021
2.4,5,184,200.0,5,honda,ksa,28179.975,2021
1.5,4,163,160.0,5,ssang-yong,ksa,18900.0,2021
2.5,4,147,170.0,3,nissan,ksa,22142.166666666668,2021
2.5,4,147,170.0,3,nissan,ksa,23530.083333333332,2021
1.5,4,163,160.0,5,ssang-yong,ksa,24300.0,2021
1.5,4,170,190.0,5,chevrolet,ksa,44226.0,2021
2.5,4,136,160.0,15,maxus,ksa,21941.875,2021
2.5,4,147,170.0,6,nissan,ksa,25845.416666666668,2021
2.8,4,174,180.0,5,toyota,ksa,30615.300000000003,2021
2.5,4,147,170.0,3,nissan,ksa,22410.0,2021
3.5,6,280,175.0,8,honda,ksa,40333.950000000004,2021
1.5,4,198,195.0,5,honda,ksa,28179.975,2021
3.0,6,215,182.0,7,mitsubishi,ksa,34317.0,2021
4.0,6,228,180.0,3,toyota,ksa,38067.3,2021
3.5,6,298,235.0,5,toyota,ksa,39371.4,2021
1.998,4,105,192.0,5,volkswagen,ksa,32315.0,2021
